,Tweets,Cleaned_Tweets
100,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
101,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
102,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia
#PowerShortageInIndia https://t.co/DMpuGIxl5j","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP. "
103,"India sinking to darkness, due modi lead sarkar's mismanagement.

India faces coal shortage.
#PowerShortageInIndia https://t.co/kaw3b6MCdB","India sinking to darkness, due modi lead sarkar's mismanagement.India faces coal shortage. "
104,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
105,"Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.
#PowerShortageInIndia. ..","Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.. .."
106,"The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP
#PowerShortageInIndia","The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP"
107,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
108,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia https://t.co/CziClgX7ZS","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake.  "
109,"BJP leader and Bokaro MLA Pranji Narayan were not worried about the long power cut. ""The JMM-Congress-RJD government has not taken the power crisis seriously,"" the MLA said contemptuously.
#PowerShortageInIndia","BJP leader and Bokaro MLA Pranji Narayan were not worried about the long power cut. ""The JMM-Congress-RJD government has not taken the power crisis seriously,"" the MLA said contemptuously."
110,"Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt.
#PowerShortageInIndia","Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt."
111,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
112,"Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW
#PowerShortageInIndia","Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW"
113,"Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW
#PowerShortageInIndia","Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW"
114,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
#PowerShortageInIndia",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
115,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
#PowerShortageInIndia",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
116,"Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
#PowerShortageInIndia",Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
117,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
118,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
119,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake "
120,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
